Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-12-28,171.0,171.85,170.48,171.08,16480187.0,0.0,1.0,41.2080231677814,41.412858370662185,41.08271222013668,41.22730177511136,65920748.0
2017-12-27,170.1,170.78,169.71,170.6,21498213.0,0.0,1.0,40.99113883531939,41.15500699762402,40.89715562458586,41.11163013113162,85992852.0
2017-12-26,170.8,171.47,169.679,170.57,33185536.0,0.0,1.0,41.15982664945651,41.32128498584489,40.8896851642455,41.10440065338288,132742144.0
2017-12-22,174.68,175.424,174.5,175.01,16349444.0,0.0,1.0,42.094839104959384,42.27413015312798,42.05146223846698,42.17436336019545,65397776.0
2017-12-21,174.17,176.02,174.1,175.01,20949896.0,0.0,1.0,41.97193798323091,42.417755777736154,41.9550692018172,42.17436336019545,83799584.0
2017-12-20,174.87,175.42,173.25,174.35,23475649.0,0.0,1.0,42.14062579736803,42.273166222761475,41.750233998936416,42.01531484972331,93902596.0
2017-12-19,175.03,175.39,174.09,174.54,27436447.0,0.0,1.0,42.17918301202794,42.265936745012745,41.95265937590096,42.06110154213196,109745788.0
2017-12-18,174.88,177.2,174.86,176.42,29421114.0,0.0,1.0,42.14303562328428,42.702115235853,42.13821597145179,42.514148814385926,117684456.0
2017-12-15,173.63,174.17,172.46,173.97,40169307.0,0.0,1.0,41.84180738375371,41.97193798323091,41.5598577515531,41.92374146490602,160677228.0
2017-12-14,172.4,173.13,171.65,172.22,20476541.0,0.0,1.0,41.545398796055636,41.72131608794148,41.36466185233729,41.50202192956323,81906164.0
2017-12-13,172.5,173.54,172.0,172.27,23818447.0,0.0,1.0,41.56949705521808,41.820118950507506,41.44900575940585,41.514071059144456,95273788.0
2017-12-12,172.15,172.39,171.461,171.7,19409230.0,0.0,1.0,41.48515314814952,41.54298897013938,41.31911614252027,41.376710981918514,77636920.0
2017-12-11,169.2,172.89,168.79,172.67,35273759.0,0.0,1.0,40.77425450285738,41.66348026595161,40.67545164029136,41.610464095794235,141095036.0
2017-12-08,170.49,171.0,168.82,169.37,23355231.0,0.0,1.0,41.08512204605293,41.2080231677814,40.682681118040094,40.815221543433545,93420924.0
2017-12-07,169.03,170.44,168.91,169.32,25673308.0,0.0,1.0,40.733287462281226,41.0730729164717,40.70436955128629,40.803172413852316,102693232.0
2017-12-06,167.5,170.2047,166.46,169.01,28560000.0,0.0,1.0,40.364584097095815,41.016369712662474,40.11396220180639,40.728467810448734,114240000.0
2017-12-05,169.06,171.52,168.4,169.64,27350154.0,0.0,1.0,40.74051694002996,41.33333411542612,40.58146842955782,40.88028684317214,109400616.0
2017-12-04,172.48,172.62,169.63,169.8,32542385.0,0.0,1.0,41.56467740338559,41.598414966213014,40.8778770172559,40.91884405783206,130169540.0
2017-12-01,169.95,171.67,168.5,171.05,39759288.0,0.0,1.0,40.95499144657572,41.36948150416978,40.605566688720266,41.22007229736263,159037152.0
2017-11-30,170.43,172.14,168.44,171.85,41527218.0,0.0,1.0,41.07066309055546,41.48274332223327,40.5911077332228,41.412858370662185,166108872.0
2017-11-29,172.63,172.92,167.16,169.48,41666364.0,0.0,1.0,41.60082479212925,41.67070974370034,40.2826500159435,40.841729628512226,166665456.0
2017-11-28,174.3,174.87,171.86,173.07,26428802.0,0.0,1.0,42.003265720142096,42.14062579736803,41.41526819657843,41.706857132444014,105715208.0
2017-11-27,175.05,175.08,173.34,174.09,20716802.0,0.0,1.0,42.18400266386043,42.19123214160917,41.77192243218262,41.95265937590096,82867208.0
2017-11-24,175.1,175.5,174.6459,174.97,14026673.0,0.0,1.0,42.196051793441654,42.29244483009143,42.08662159858499,42.164724056530474,56106692.0
2017-11-22,173.36,175.0,173.05,174.96,25588925.0,0.0,1.0,41.77674208401511,42.17195353427921,41.70203748061153,42.162314230614236,102355700.0
2017-11-21,170.78,173.7,170.78,173.14,25131295.0,0.0,1.0,41.15500699762402,41.85867616516742,41.15500699762402,41.72372591385773,100525180.0
2017-11-20,170.29,170.56,169.56,169.98,16262447.0,0.0,1.0,41.03692552772804,41.10199082746664,40.861008235842185,40.962220924324455,65049788.0
2017-11-17,171.04,171.39,169.64,170.15,21899544.0,0.0,1.0,41.217662471446374,41.30200637851493,40.88028684317214,41.00318796490062,87598176.0
2017-11-16,171.18,171.87,170.3,171.1,23637484.0,0.0,1.0,41.2514000342738,41.41767802249468,41.03933535364428,41.23212142694384,94549936.0
2017-11-15,169.97,170.3197,168.38,169.08,29158070.0,0.0,1.0,40.95981109840821,41.044082710699286,40.57664877772533,40.745336591862454,116632280.0
2017-11-14,173.04,173.48,171.18,171.34,24782487.0,0.0,1.0,41.69962765469528,41.80565999501004,41.2514000342738,41.28995724893371,99129948.0
2017-11-13,173.5,174.5,173.4,173.97,16982080.0,0.0,1.0,41.81047964684253,42.05146223846698,41.78638138768009,41.92374146490602,67928320.0
2017-11-10,175.11,175.38,174.27,174.67,25145500.0,0.63,1.0,42.1984616193579,42.2635269190965,41.99603624239336,42.09242927904314,100582000.0
2017-11-09,175.11,176.095,173.14,175.88,29185668.0,0.0,1.0,42.04680713664144,42.28332192751342,41.57377755489748,42.23169687163781,116742672.0
2017-11-08,174.66,176.24,174.33,176.24,23907639.0,0.0,1.0,41.9387546941111,42.31813882566209,41.859516236255516,42.31813882566209,95630556.0
2017-11-07,173.91,175.25,173.6,174.81,24361485.0,0.0,1.0,41.75866728989386,42.080423452095324,41.6842311628174,41.974772174954545,97445940.0
2017-11-06,172.365,174.99,171.72,174.25,35026306.0,0.0,1.0,41.38768723720634,42.017993151966685,41.23281206957951,41.840306913139,140105224.0
2017-11-03,174.0,174.26,171.12,172.5,59398631.0,0.0,1.0,41.78027777839992,41.84270807852857,41.08874214620572,41.42010296996544,237594524.0
2017-11-02,167.64,168.5,165.28,168.11,41393373.0,0.0,1.0,40.253136590637716,40.459636814140154,39.6864615587008,40.365991363947195,165573492.0
2017-11-01,169.87,169.94,165.61,166.89,33637762.0,0.0,1.0,40.78859647251032,40.805404630237256,39.76570001655639,40.07304918642048,134551048.0
2017-10-31,167.9,169.6499,166.94,169.04,36046828.0,0.0,1.0,40.31556689076636,40.73574682228603,40.0850550133683,40.58929974517657,144187312.0
2017-10-30,163.89,168.07,163.72,166.72,44700772.0,0.0,1.0,39.35269956955151,40.35638670238894,39.31187975792894,40.0322293747979,178803088.0
2017-10-27,159.29,163.6,158.7,163.05,44454160.0,0.0,1.0,38.24816349035243,39.28306577325418,38.106494732368205,39.15100167682821,177816640.0
2017-10-26,157.23,157.8295,156.78,157.41,17000469.0,0.0,1.0,37.75352342010241,37.89747328520673,37.64547097757207,37.79674439711455,68001876.0
2017-10-25,156.91,157.55,155.27,156.41,21207098.0,0.0,1.0,37.67668612763639,37.83036071256844,37.282895003748024,37.55662785815823,84828392.0
2017-10-24,156.29,157.42,156.2,157.1,17757230.0,0.0,1.0,37.52781387348347,37.799145562504116,37.5062033849774,37.72230827003809,71028920.0
2017-10-23,156.89,157.69,155.5,156.17,21984327.0,0.0,1.0,37.67188379685726,37.86397702802232,37.33812180770798,37.49899988880871,87937308.0
2017-10-20,156.61,157.75,155.96,156.25,23974146.0,0.0,1.0,37.6046511659495,37.878384020359704,37.448575415627886,37.51820921192522,95896584.0
2017-10-19,156.75,157.08,155.02,155.98,42584166.0,0.0,1.0,37.63826748140338,37.71750593925897,37.22286586900895,37.45337774640701,170336664.0
2017-10-18,160.42,160.71,159.6,159.76,16374164.0,0.0,1.0,38.519495179373074,38.58912897567041,38.32259961742889,38.361018263661904,65496656.0
2017-10-17,159.78,160.87,159.23,160.47,18997275.0,0.0,1.0,38.36582059444103,38.627547621903425,38.233756498015055,38.531501006320894,75989100.0
2017-10-16,157.9,160.0,157.65,159.88,24121452.0,0.0,1.0,37.91440150120315,38.41864623301142,37.85437236646407,38.38983224833667,96485808.0
2017-10-13,156.73,157.28,156.41,156.99,16394188.0,0.0,1.0,37.633465150624254,37.76552924705023,37.55662785815823,37.6958954507529,65576752.0
2017-10-12,156.35,157.37,155.7299,156.0,16125054.0,0.0,1.0,37.54222086582085,37.7871397355563,37.39332460001403,37.458180077186135,64500216.0
2017-10-11,155.97,156.98,155.75,156.55,16905640.0,0.0,1.0,37.45097658101745,37.69349428536333,37.39815094244706,37.59024417361212,67622560.0
2017-10-10,156.055,158.0,155.1,155.9,15617014.0,0.0,1.0,37.471386486828735,37.93841315509878,37.24207519212545,37.43416842329051,62468056.0
2017-10-09,155.81,156.73,155.485,155.84,16262923.0,0.0,1.0,37.41255793478444,37.633465150624254,37.334520059623635,37.41976143095313,65051692.0
2017-10-06,154.97,155.49,154.56,155.3,17407558.0,0.0,1.0,37.21086004206113,37.335720642318414,37.112412261089034,37.290098499916716,69630232.0
2017-10-05,154.18,155.44,154.05,155.39,21283769.0,0.0,1.0,37.02116797628563,37.3237148153706,36.98995282622131,37.31170898842278,85135076.0
2017-10-04,153.63,153.86,152.46,153.48,20163750.0,0.0,1.0,36.889103879859654,36.944330683819615,36.60816752928076,36.853086399016206,80655000.0
2017-10-03,154.01,155.09,153.91,154.48,16230293.0,0.0,1.0,36.980348164663056,37.239674026735884,36.95633651076743,37.09320293797253,64921172.0
2017-10-02,154.26,154.45,152.72,153.81,18698842.0,0.0,1.0,37.04037729940214,37.085999441803835,36.6705978294094,36.932324856871794,74795368.0
2017-09-29,153.21,154.13,152.0,154.12,26299810.0,0.0,1.0,36.788254933498,37.00916214933782,36.497713921360855,37.006760983948254,105199240.0
2017-09-28,153.89,154.28,152.7,153.28,22005455.0,0.0,1.0,36.9515341799883,37.045179630181266,36.665795498630274,36.805063091224945,88021820.0
2017-09-27,153.8,154.7189,153.54,154.23,25504227.0,0.0,1.0,36.92992369148224,37.15056677912919,36.867493391353584,37.033173803233446,102016908.0
2017-09-26,151.78,153.92,151.69,153.14,36660045.0,0.0,1.0,36.444888282790465,36.958737676156986,36.423277794284395,36.771446775771054,146640180.0
2017-09-25,149.99,151.83,149.16,150.55,44387336.0,0.0,1.0,36.01507967805865,36.45689410973828,35.8157829507249,36.14954493987419,177549344.0
2017-09-22,152.02,152.27,150.56,151.89,46645443.0,0.0,1.0,36.50251625213998,36.562545386879066,36.151946105263754,36.47130110207566,186581772.0
2017-09-21,155.8,155.8,152.75,153.39,37511661.0,0.0,1.0,37.410156769394874,37.410156769394874,36.677801325578095,36.831475910510136,150046644.0
2017-09-20,157.9,158.26,153.83,156.07,52951364.0,0.0,1.0,37.91440150120315,38.000843455227425,36.93712718765092,37.47498823491308,211805456.0
2017-09-19,159.51,159.77,158.44,158.73,20810632.0,0.0,1.0,38.30098912892282,38.363419429051476,38.044064432239566,38.11369822853689,83242528.0
2017-09-18,160.11,160.5,157.995,158.67,28269435.0,0.0,1.0,38.44505905229662,38.53870450248959,37.937212572404,38.09929123619951,113077740.0
2017-09-15,158.47,160.97,158.0,159.88,49114602.0,0.0,1.0,38.05126792840825,38.65155927579906,37.93841315509878,38.38983224833667,196458408.0
2017-09-14,158.99,159.4,158.09,158.28,23760749.0,0.0,1.0,38.176128528665544,38.27457630963763,37.96002364360485,38.00564578600655,95042996.0
2017-09-13,159.87,159.96,157.91,159.65,44907361.0,0.0,1.0,38.3874310829471,38.40904157145317,37.91680266659271,38.33460544437671,179629444.0
2017-09-12,162.61,163.96,158.77,160.86,71714046.0,0.0,1.0,39.04535039968743,39.36950772727846,38.123302890095154,38.62514645651386,286856184.0
2017-09-11,160.5,162.05,159.89,161.5,31580798.0,0.0,1.0,38.53870450248959,38.91088513787189,38.392233413726224,38.77882104144591,126323192.0
2017-09-08,160.86,161.15,158.53,158.63,28611535.0,0.0,1.0,38.62514645651386,38.69478025281119,38.06567492074563,38.08968657464126,114446140.0
2017-09-07,162.09,162.24,160.36,161.26,21928502.0,0.0,1.0,38.920489799430136,38.956507280273584,38.5050881870357,38.72119307209638,87714008.0
2017-09-06,162.71,162.99,160.52,161.91,21651726.0,0.0,1.0,39.069362053583056,39.13659468449083,38.543506833268715,38.877268822417996,86606904.0
2017-09-05,163.75,164.25,160.56,162.08,29536314.0,0.0,1.0,39.31908325409763,39.43914152357579,38.553111494826965,38.91808863404058,118145256.0
2017-09-01,164.8,164.94,163.63,164.05,16591051.0,0.0,1.0,39.57120562000177,39.604821935455654,39.29026926942287,39.39111821578453,66364204.0
2017-08-31,163.64,164.52,163.48,164.0,26785096.0,0.0,1.0,39.29267043481243,39.503972989094,39.25425178857942,39.37911238883671,107140384.0
2017-08-30,163.8,163.89,162.61,163.35,27269584.0,0.0,1.0,39.33108908104545,39.35269956955151,39.04535039968743,39.2230366385151,109078336.0
2017-08-29,160.1,163.12,160.0,162.91,29516910.0,0.0,1.0,38.44265788690706,39.16780983455515,38.41864623301142,39.11738536137432,118067640.0
2017-08-28,160.14,162.0,159.93,161.47,25965972.0,0.0,1.0,38.452262548465306,38.898879310924066,38.40183807528448,38.771617545277216,103863888.0
2017-08-25,159.65,160.56,159.27,159.86,25480063.0,0.0,1.0,38.33460544437671,38.553111494826965,38.24336115957331,38.385029917557546,101920252.0
2017-08-24,160.43,160.74,158.55,159.27,19818918.0,0.0,1.0,38.521896344762645,38.596332471839105,38.070477251524764,38.24336115957331,79275672.0
2017-08-23,159.07,160.47,158.88,159.98,19399081.0,0.0,1.0,38.19533785178204,38.531501006320894,38.149715709380345,38.413843902232294,77596324.0
2017-08-22,158.23,160.0,158.02,159.78,21604585.0,0.0,1.0,37.99363995905873,38.41864623301142,37.94321548587791,38.36582059444103,86418340.0
2017-08-21,157.5,157.89,155.1101,157.21,26368528.0,0.0,1.0,37.81835488562062,37.91200033581358,37.244500369168904,37.74872108932329,105474112.0
2017-08-18,157.86,159.5,156.72,157.5,27428069.0,0.0,1.0,37.9047968396449,38.298587963533265,37.63106398523469,37.81835488562062,109712276.0
2017-08-17,160.52,160.71,157.84,157.86,27940565.0,0.0,1.0,38.543506833268715,38.58912897567041,37.899994508865774,37.9047968396449,111762260.0
2017-08-16,161.94,162.51,160.15,160.95,27671612.0,0.0,1.0,38.88447231858669,39.02133874579179,38.45466371385487,38.64675694501992,110686448.0
2017-08-15,160.66,162.195,160.14,161.6,29465487.0,0.0,1.0,38.5771231487226,38.94570203602055,38.452262548465306,38.802832695341536,117861948.0
2017-08-14,159.32,160.21,158.75,159.85,22122734.0,0.0,1.0,38.255366986521125,38.469070706192255,38.118500559316026,38.382628752167975,88490936.0
2017-08-11,156.6,158.5728,156.07,157.48,26257096.0,0.0,1.0,37.60225000055993,38.075951908612964,37.47498823491308,37.81355255484149,105028384.0
2017-08-10,159.9,160.0,154.63,155.32,40804273.0,0.63,1.0,38.394634579115795,38.41864623301142,37.129220418815976,37.29490083069584,163217092.0
2017-08-09,159.26,161.27,159.11,161.059998,26131530.0,0.0,1.0,38.08647583389945,38.567160352461165,38.05060385490231,38.51693910357211,104526120.0
2017-08-08,158.6,161.83,158.27,160.08,36205896.0,0.0,1.0,37.92863912631203,38.701082407383836,37.84972077251832,38.282575985750505,144823584.0
2017-08-07,157.06,158.92,156.6701,158.81,21870321.0,0.0,1.0,37.560353475274695,38.00516601483926,37.46711024453479,37.97885989690803,87481284.0
2017-08-04,156.07,157.4,155.69,156.39,20559852.0,0.0,1.0,37.323598413893556,37.64166329433489,37.23272273376746,37.40012530242079,82239408.0
2017-08-03,157.05,157.21,155.02,155.57,27097296.0,0.0,1.0,37.557962010008225,37.596225454271845,37.07249456091356,37.20402515056975,108389184.0
2017-08-02,159.28,159.75,156.16,157.14,69936800.0,0.0,1.0,38.09125876443241,38.20365763195679,37.345121601291844,37.579485197406505,279747200.0
2017-08-01,149.1,150.22,148.41,150.05,35368645.0,0.0,1.0,35.65674712315967,35.924591233004996,35.49173601977281,35.883936323474906,141474580.0
2017-07-31,149.9,150.33,148.13,148.73,19845920.0,0.0,1.0,35.84806434447776,35.95089735093624,35.42477499231148,35.56826290830005,79383680.0
2017-07-28,149.89,150.23,149.19,149.5,17213653.0,0.0,1.0,35.84567287921128,35.92698269827147,35.678270310557956,35.75240573381871,68854612.0
2017-07-27,153.75,153.99,147.3,150.56,32476337.0,0.0,1.0,36.768778472071084,36.826173638466514,35.22628337519396,36.00590105206519,129905348.0
2017-07-26,153.35,153.93,153.06,153.46,15780951.0,0.0,1.0,36.67311986141204,36.81182484686766,36.60376736868423,36.69942597934328,63123804.0
2017-07-25,151.8,153.84,151.8,152.74,18853932.0,0.0,1.0,36.30244274510824,36.79030165946937,36.30244274510824,36.527240480157,75415728.0
2017-07-24,150.58,152.44,149.9,152.09,21493160.0,0.0,1.0,36.010683982598145,36.455496522162704,35.84806434447776,36.37179523783604,85972640.0
2017-07-21,149.99,150.44,148.88,150.27,26252630.0,0.0,1.0,35.86958753187605,35.97720346886747,35.60413488729719,35.93654855933738,105010520.0
2017-07-20,151.5,151.74,150.19,150.34,17243748.0,0.0,1.0,36.23069878711395,36.28809395350938,35.91741683720557,35.953288816202715,68974992.0
2017-07-19,150.48,151.42,149.95,151.02,20922969.0,0.0,1.0,35.986769329933374,36.211567064982134,35.86002167081014,36.1159084543231,83691876.0
2017-07-18,149.2,150.13,148.67,150.08,17868792.0,0.0,1.0,35.680661775824426,35.90306804560671,35.553914116701186,35.89111071927434,71475168.0
2017-07-17,148.82,150.9,148.57,149.56,23793456.0,0.0,1.0,35.58978609569834,36.08721087112538,35.52999946403643,35.766754525417575,95173824.0
2017-07-14,147.97,149.33,147.33,149.04,20132061.0,0.0,1.0,35.386511548047864,35.71175082428862,35.23345777099339,35.642398331560806,80528244.0
2017-07-13,145.5,148.49,145.44,147.77,25199373.0,0.0,1.0,34.79581962722825,35.510867741904626,34.78147083562939,35.33868224271834,100797492.0
2017-07-12,145.87,146.18,144.82,145.74,24884478.0,0.0,1.0,34.88430384208787,34.95843926534863,34.633199989107865,34.85321479362368,99537912.0
2017-07-11,144.73,145.85,144.38,145.53,19781836.0,0.0,1.0,34.61167680170958,34.87952091155491,34.52797551738291,34.80299402302768,79127344.0
2017-07-10,144.11,145.95,143.37,145.06,21090636.0,0.0,1.0,34.463405955188065,34.90343556421967,34.28643752546883,34.690595155503296,84362544.0
2017-07-07,142.9,144.75,142.9,144.18,19201712.0,0.0,1.0,34.17403865794444,34.61645973224253,34.17403865794444,34.48014621205339,76806848.0
2017-07-06,143.02,143.5,142.41,142.73,24128782.0,0.0,1.0,34.20273624114216,34.317526573933016,34.05685685988711,34.133383748414346,96515128.0
2017-07-05,143.69,144.79,142.7237,144.09,21569557.0,0.0,1.0,34.36296441399606,34.62602559330844,34.13187712529647,34.45862302465511,86278228.0
2017-07-03,144.88,145.3,143.1,143.5,14258300.0,0.0,1.0,34.64754878070672,34.747990321898726,34.221867963273965,34.317526573933016,57033200.0
2017-06-30,144.45,144.96,143.78,144.02,23024107.0,0.0,1.0,34.544715774248246,34.66668050283854,34.38448760139435,34.44188276778978,92096428.0
2017-06-29,144.71,145.13,142.28,143.68,31499368.0,0.0,1.0,34.60689387117663,34.70733541236863,34.025767811422924,34.36057294872958,125997472.0
2017-06-28,144.49,146.11,143.1601,145.83,22082432.0,0.0,1.0,34.554281635314155,34.9416990084833,34.236240669525486,34.874737981021966,88329728.0
2017-06-27,145.01,146.16,143.62,143.73,24761891.0,0.0,1.0,34.67863782917091,34.953656334815676,34.34622415713073,34.37253027506196,99047564.0
2017-06-26,147.17,148.28,145.38,145.82,25692361.0,0.0,1.0,35.19519432672976,35.46064697130862,34.76712204403053,34.87234651575548,102769444.0
2017-06-23,145.13,147.16,145.11,146.28,35439389.0,0.0,1.0,34.70733541236863,35.19280286146329,34.70255248183568,34.98235391801339,141757556.0
